ID,Use,industry,industry.group,site,unit,BP.cal.median,C14.mean,C14.SD,C14.COV,calib.curve,sample.id,material,delta 13,method&id,comments,citation,country,region
117,1,Early Upper Palaeolithic (Gravettian),Gravettian,Barriada,B EC-2,29539,25260,120,0.0048,intcal20,Beta-296223,Fabaceae,-22.5,AMS 6620,NA,Ferndez-Lopez de Pablo J. e.a. 2014.; PLoS ONE 9(8): e104898. doi:10.1371/jourl.pone.0104898,Spain,Southwest
118,1,Gravettian,Gravettian,Barriada,C EC-3,31194,27140,160,0.0059,intcal20,Beta-362534,Juniperus sp.,-20.5,AMS 6621,NA,Ferndez-Lopez de Pablo J. e.a. 2014.; PLoS ONE 9(8): e104898. doi:10.1371/jourl.pone.0104898,Spain,Southwest
119,0,unspec.,NA,Basura,NA,28399,24230,290,0.012,intcal20,GrN-4897,NA,NA,NA,industry association not specified,NA,Italy,Northeast
120,0,unspec.,NA,Basura,NA,14466,12340,160,0.013,intcal20,GrN-5007,NA,NA,NA,industry association not specified,NA,Italy,Northeast
121,1,Sauveterrian,Mesolithic,Baume de Montclus,NA,8804,7950,100,0.0126,intcal20,MC-730,NA,NA,NA,NA,NA,France,N Central
122,1,Mesolithic,Mesolithic,Baume de Montclus,c10B,7822,6990,40,0.0057,intcal20,Beta-253161,NA,NA,NA,NA,Perrin et al. 2009,France,N Central
123,1,Mesolithic,Mesolithic,Baume de Montclus,c12A,7983,7170,50,0.007,intcal20,Beta-253162,NA,NA,NA,NA,Perrin et al. 2009,France,N Central
124,1,Mesolithic,Mesolithic,Baume de Montclus,c 13,8018,7200,100,0.0139,intcal20,MC-729,NA,NA,NA,NA,Badora,France,N Central
125,1,Mesolithic,Mesolithic,Baume de Montclus,c13B,7996,7190,50,0.007,intcal20,Beta-253163,NA,NA,NA,NA,Perrin et al. 2009,France,N Central
126,1,Castelnovian,Mesolithic,Baume de Montclus,14,7315,6440,230,0.0357,intcal20,Ly-495,NA,NA,NA,minimum age,NA,France,N Central
127,1,Castelnovian,Mesolithic,Baume de Montclus,14,7843,7020,140,0.0199,intcal20,Ly-496,NA,NA,NA,NA,NA,France,N Central
128,1,Mesolithic,Mesolithic,Baume de Montclus,c14B,8111,7320,50,0.0068,intcal20,Beta-253164,NA,NA,NA,NA,Perrin et al. 2009,France,N Central
129,1,Mesolithic,Mesolithic,Baume de Montclus,c15,8541,7770,50,0.0064,intcal20,Beta-255115,NA,NA,NA,NA,Perrin et al. 2009,France,N Central
130,1,Mesolithic,Mesolithic,Baume de Montclus,c16,8460,7670,50,0.0065,intcal20,Beta-253166,NA,NA,NA,NA,Perrin et al. 2009,France,N Central
131,1,Montclusian,Mesolithic,Baume de Montclus,16,8335,7540,160,0.0212,intcal20,Ly-542,NA,NA,NA,NA,NA,France,N Central
132,1,Mesolithic,Mesolithic,Baume de Montclus,c18B,8571,7800,50,0.0064,intcal20,Beta-255116,NA,NA,NA,NA,Perrin et al. 2009,France,N Central
133,1,Sauveterrian,Mesolithic,Baume de Montclus,21,8751,7890,170,0.0215,intcal20,Ly-305,NA,NA,NA,NA,NA,France,N Central
134,1,Sauveterrian,Mesolithic,Baume de Montclus,layer 21 F,8643,7780,250,0.0321,intcal20,Ly-306,NA,NA,NA,NA,NA,France,N Central
135,1,Sauveterrian,Mesolithic,Baume de Montclus,Layer 22,8464,7670,60,0.0078,intcal20,KN-58,NA,NA,NA,NA,NA,France,N Central
136,1,Sauveterrian,Mesolithic,Baume de Montclus,Level 22,8625,7750,340,0.0439,intcal20,Ly-308,NA,NA,NA,NA,NA,France,N Central
137,1,Mesolithic,Mesolithic,Baume de Montclus,c 7-8-9,7726,6880,100,0.0145,intcal20,MC-728,NA,NA,NA,NA,Badora,France,N Central
138,1,Tardenoisian,Mesolithic,Baume de Ronze,1-c. 87 test unit,9464,8480,190,0.0224,intcal20,Ly-2178,NA,NA,NA,NA,NA,France,N Central
139,1,Middle Magdalenian,Magdalenian,Baume du Lion,3,19581,16200,400,0.0247,intcal20,MC-1209,NA,NA,Conv 14C 7179,NA,Djindjian 2003,France,N Central
140,1,Magdalenian,Magdalenian,Baume du Lion,B,15696,13100,300,0.0229,intcal20,MC-2448,charcoal,NA,Conv 14C 3829,NA,NA,France,N Central
141,1,Gravettian,Gravettian,Baume Goulon,fouillles Taxil,13705,11865,70,0.0059,intcal20,Ly-672,charcoal,NA,AMS 3439,NA,NA,France,N Central
142,1,Recent Gravettian/Azlian/Late epigravetian,Magdalenian,Baume Goulon,Couche Paleo fouilles Taxil,11915,10220,85,0.0083,intcal20,Gif-10815,bone Cervus elapphus,NA,Conv 14C 4110,NA,Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54. udinot N.e.a. 2014. JAS ip.,France,N Central
143,0,NA,NA,Baume Longue,3a,10574,9780,220,0.0225,marine20,MC-591,mollusk shell,NA,Conv 14C 1777,industry association not specified,NA,France,N Central
144,1,FAUNA / Middle Pal.,NA,Baume Longue,basal fill-Grands Puits pit,30649,26500,1000,0.0377,intcal20,Ly-2415,bones,NA,Conv 14C 2678,NA,"Radiocarbon 25(1): 73 (Lyon datelist 9). *cave bear. a.k.a. Grotte de Dions. Archaeology: if near Ponteau,then LUP: Escalon de Fonton,M. 1966 (BSPF 63: 66-180,esp. pp.148-55)",France,N Central
145,0,Palaeolithic rock art,NA,Baume-Latrone,Basal soil from Russan pit,33868,29600,1100,0.0372,intcal20,Ly-1966,ursus spelaeus bones,NA,Conv 14C 2680,industry association not specified,Badora,France,N Central
146,1,Upper Magdalenian,Magdalenian,Bedeilhac,ech 6-couche 3-K26,16626,13725,100,0.0073,intcal20,Ly-427,charcoal,NA,AMS 2559,NA,Djindjian F. 2000. In SFP m‡∏£‡∏âmoire 28: 95-112.,France,N Central
147,1,Upper Magdalenian,Magdalenian,Bedeilhac,Ech 7-structure K27,16519,13660,100,0.0073,intcal20,Ly-428,charcoal,NA,AMS 2560,NA,Djindjian F. 2000. In SFP m‡∏£‡∏âmoire 28: 95-112.,France,N Central
148,1,Upper Magdalenian,Magdalenian,Bedeilhac,Ech 2-limon inf.,15877,13220,100,0.0076,intcal20,Ly-423,charcoal,NA,AMS 355,NA,Djindjian F. 2000. In SFP m‡∏£‡∏âmoire 28: 95-112.,France,N Central
149,1,Upper Magdalenian,Magdalenian,Bedeilhac,Ech 4-K43-Releve 2,16559,13680,155,0.0113,intcal20,Ly-425,charcoal,NA,AMS 2558,NA,Djindjian F. 2000. In SFP m‡∏£‡∏âmoire 28: 95-112.,France,N Central
150,1,Mesolithic,Mesolithic,Bedeilhac,Ech 1 limon sup,8508,7735,65,0.0084,intcal20,Ly-422,NA,NA,NA,NA,Badora,France,N Central
151,1,Magdalenian VI,Magdalenian,Belvis,3,14327,12330,50,0.0041,intcal20,SacA-6971,bone,NA,Conv 14C 7204,NA,"Reult-Miskovsky J.,Leroi-Gourhan Arl.,1981. Bull. AFEQ,vol 3-4 : 121-128.",France,N Central
152,1,Magdalenian VI,Magdalenian,Belvis,3,15680,13080,50,0.0038,intcal20,SacA-6973,bone,NA,Conv 14C 7203,NA,"Reult-Miskovsky J.,Leroi-Gourhan Arl.,1981. Bull. AFEQ,vol 3-4 : 121-128.",France,N Central
153,1,Magdalenian VI,Magdalenian,Belvis,3,14399,12270,280,0.0228,intcal20,Gif-2950,bone,NA,Conv 14C 6094,NA,"Reult-Miskovsky J.,Leroi-Gourhan Arl.,1981. Bull. AFEQ,vol 3-4 : 121-128.",France,N Central
154,0,NA,NA,Belvis,C7-E12-4,33147,28840,510,0.0177,intcal20,AA-7392,bone with 4% original protein,NA,AMS 1374,industry association not specified,NA,France,N Central
155,1,Late Mousterian,NA,Belvis,C7-E12-3,29085,24840,320,0.0129,intcal20,AA-7391,bone - 15% original protein,NA,AMS 1372,NA,NA,France,N Central
156,1,Geometric Mesolithic,Mesolithic,Benamer,sector2 area4 UE2213,8298,7490,50,0.0067,intcal20,C680,NA,NA,NA,NA,Torregrosa et al. 2011,Spain,Southwest
157,1,Gravettian,Gravettian,Beneito,B7,16643,13740,180,0.0131,intcal20,Gif-8306,bone,NA,Conv 14C 7917,date too young for associated industry,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. De la Pe Alonso G. 2011,PhD,Madrid",Spain,Southwest
158,1,Evolved Aurignacian,Aurignacian,Beneito,B8 -223 cm,12479,10520,110,0.0105,intcal20,Gif-8079,bone,NA,Conv 14C 6497,information on industry not published,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Zilhao J. 2006. Pyree 37:7-84.",Spain,Southwest
159,1,Early Upper Palaeolithic/first Aurignacian layer/Aurignacian 0,Aurignacian,Beneito,C4-IX or VIII,30219,26040,890,0.0342,intcal20,Gif-7650,NA,NA,Conv 14C 4640,NA,"Carbonell e.a. 2000,In: Bar-Yosef & Pilbeam,The Geography of Neandertals and Modern Humans in Europe and the Greater Mediterranean,Peabody Museum Bulletin 8: 5-34. d'Errico F. & Sanchez Goni I. 2003 QSR 22: 769-788.",Spain,Southwest
160,1,Solutreo-gravettian,Solutrean,Beneito,II B2,20004,16560,480,0.029,intcal20,Ly-3593,NA,NA,Conv 14C 4737,date too young for associated industry,"Jourl of World Prehistory 12,1998: 121-198,",Spain,Southwest
161,1,Badegoulian,Magdalenian,Beneito,II,19467,16140,140,0.0087,intcal20,Ua-32243,NA,NA,AMS 7251,NA,"Domenench,et al.,2014",Spain,Southwest
162,1,Castelnovian,Mesolithic,Benussi,NA,9630,8650,70,0.0081,intcal20,R-1045A,NA,NA,NA,NA,NA,Italy,Northeast
163,1,Castelnovian,Mesolithic,Benussi,NA,7876,7050,60,0.0085,intcal20,R-1043,NA,NA,NA,NA,NA,Italy,Northeast
164,1,Mesolithic,Mesolithic,Benussi,spits 3-4,8055,7230,140,0.0194,intcal20,R-1042,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
165,1,Mesolithic,Mesolithic,Benussi,spit 5,9398,8380,60,0.0072,intcal20,R-1045,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
166,1,Mesolithic,Mesolithic,Benussi,spits 5-6,9630,8650,70,0.0081,intcal20,R-1045a,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
167,1,Gravettian of Noailles type,Gravettian,Bilancino,on gravels,28431,24220,100,0.0041,intcal20,Beta-93272,charcoal,NA,AMS 1680,NA,Aranguren B & Revedin A. 2001. L'Anthropologie 105: 533-545. Aranguren B. 2007. Antiquity 81: 845-855.,Italy,Southeast
168,1,Gravettian of Noailles type,Gravettian,Bilancino,on gravels,29173,24970,110,0.0044,intcal20,Beta-93271,charcoal,NA,AMS 1679,NA,Aranguren B & Revedin A. 2001. L'Anthropologie 105: 533-545. Aranguren B. 2007. Antiquity 81: 845-855.,Italy,Southeast
169,1,Gravettian of Noailles type,Gravettian,Bilancino,on gravels-structured hearth Q36,29674,25410,150,0.0059,intcal20,Beta-106549,charcoal Pinus silvestris,NA,AMS 2249,NA,Aranguren B & Revedin A. 2001. L'Anthropologie 105: 533-545. Aranguren B. 2007. Antiquity 81: 845-855.,Italy,Southeast
170,1,Mesolithic,Mesolithic,Riparo Blanc,lower Part of mesolithic layer,9541,8565,80,0.0093,intcal20,R-341,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Southeast
171,1,Mesolithic,Mesolithic,Blanc,sup,9541,8565,80,0.0093,intcal20,R-341,NA,NA,NA,NA,NA,Italy,Southeast
172,1,Epipalaeolithic,Epipaleolithic,Blaus,IV c,12679,10650,50,0.0047,intcal20,NA,NA,NA,NA,NA,NA,Spain,Southwest
173,1,Magdalenian middle or ancient?,Magdalenian,Bois des Brousses,1A,19380,16060,80,0.005,intcal20,OxA-22040,NA,NA,AMS 5276,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174. Bazile F. 2011. Paleo 22.",France,N Central
174,1,Magdalenian middle or ancient?,Magdalenian,Bois des Brousses,1A,19125,15800,300,0.019,intcal20,MC-2247,NA,NA,Conv 14C 2033,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174. Bazile F. 2011. Paleo 22.",France,N Central
175,1,Epigravettian,Magdalenian,Bois des Brousses,3,19824,16440,80,0.0049,intcal20,OxA-22941,NA,NA,AMS 5277,NA,Bazile F. 2011. Paleo 22.,France,N Central
176,1,Solutrean,Solutrean,Bois des Brousses,2B,16288,13500,230,0.017,intcal20,Gif-6013,charcoal,NA,Conv 14C 3751,NA,"Bazile-Robert E.,1981. Pal‡∏£‡∏âobiologie continentale,XII,n‡∏¢‡∏ê1 : 79-90",France,N Central
177,1,Magdalenian,Magdalenian,Bora Gran,NA,15327,12830,80,0.0062,intcal20,Ox BGA-2222,Rangifer tarandus tooth,NA,AMS 1087,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148",Spain,N Central
178,1,Magdalenian,Magdalenian,Bora Gran,NA,15676,13080,90,0.0069,intcal20,Ox BGA-2153 or ?2513?,Rangifer tarandus tooth,NA,AMS 1086,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148.",Spain,N Central
179,1,Magdalenian,Magdalenian,Bora Gran,NA,13417,11470,500,0.0436,intcal20,M-1023,NA,NA,Conv 14C 4718,NA,"Jourl of World Prehistory 12,1998: 121-198,",Spain,N Central
180,1,Geometric Mesolithic,Mesolithic,Botiqueria de los Moros,NA,8591,7750,200,0.0258,intcal20,Ly-1198,NA,NA,NA,NA,Barandirán 1987,Spain,N Central
181,1,Geometric Mesolithic,Mesolithic,Botiqueria de los Moros,level 2 phase A,8399,7600,50,0.0066,intcal20,NA,NA,NA,NA,NA,Barandirán 1987,Spain,N Central
182,1,Mesolithic,Mesolithic,Botiqueria de los Moros,level 4 phase B,7660,6830,50,0.0073,intcal20,NA,NA,NA,NA,NA,Barandirán 1987,Spain,N Central
183,1,Gravettian,Gravettian,Bouzil,N 2; Level 3,27720,23570,200,0.0085,intcal20,Ly-390/AA-23353,charcoal,NA,Conv 14C 7200,NA,Reult-Miskovsky and Onoratini 1997,France,N Central
184,1,Ancient Mesolithic,Mesolithic,Broion,6,7762,6930,60,0.0087,intcal20,R-892,NA,NA,NA,NA,NA,Italy,Northeast
185,1,Epigravettian,Magdalenian,Bus de la Lum,NA,12317,10430,50,0.0048,intcal20,UtC-8912,NA,NA,NA,NA,NA,Italy,Northeast
186,1,Epipaleolithic,Epipaleolithic,Caballo,02/04/2023,12624,10780,370,0.0343,intcal20,NA,NA,NA,NA,NA,"Martínez Andreu,1988",Spain,Southwest
187,1,Gravettian,Gravettian,Cala delle Ossa,07/05/2023,28008,23780,350,0.0147,intcal20,ROM-,charcoal,NA,Conv 14C 3933,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374. Bietti,1997.",Italy,Southeast
188,1,Gravettian,Gravettian,Calanca,B,17367,14260,170,0.0119,intcal20,NA,NA,NA,Conv 14C 6382,NA,Palma di Cesnola A.. 1996. Eraul: 305-317.,Italy,Southeast
189,1,Ancient Epigravettian/Bertonian,Magdalenian,Campo delle Piane,Single level,18191,14890,120,0.0081,intcal20,Ly-2331,charcoal,NA,Conv 14C 6785,NA,"Olive,Valentin,2005",Italy,Southeast
190,1,Ancient Epigravettian/Bertonian,Magdalenian,Campo delle Piane,Single level,18099,14810,120,0.0081,intcal20,GifA-100542,NA,NA,AMS 7399,NA,"Olive,Valentin,2005",Italy,Southeast
191,1,Ancient Epigravettian/Bertonian,Magdalenian,Campo delle Piane,Single level,17839,14590,120,0.0082,intcal20,GifA-99158,charcoal,NA,AMS 7398,NA,"Olive,Valentin,2005",Italy,Southeast
192,1,Upper Magdalenian,Magdalenian,Can Manel,C,14289,12310,60,0.0049,intcal20,Beta-184712,NA,NA,AMS 4497,NA,Vaquero et al. 2009,Spain,Southwest
193,1,Upper Magdalenian,Magdalenian,Can Manel,C,14196,12260,60,0.0049,intcal20,Beta-184713,NA,NA,AMS 4498,NA,Vaquero et al. 2009,Spain,Southwest
194,1,Epipalaeolithic,Epipaleolithic,Can Sadurní,21,12563,10540,60,0.0057,intcal20,Beta-179899,NA,NA,AMS 7302,NA,NA,Spain,N Central
195,1,Notches and Denticulates Mesolithic,Mesolithic,Can Sadurní,IVa,8111,7320,50,0.0068,intcal20,Beta-230733,NA,NA,NA,NA,Blasco et al. 2011,Spain,N Central
196,1,Geometric Mesolithic,Mesolithic,Can Sadurní,IVd,12563,10540,60,0.0057,intcal20,Beta-230734,NA,NA,NA,date too old for associated industry,Blasco et al. 2011,Spain,N Central
197,1,Magdalenian,Magdalenian,Canecaude,01/02/2023,24985,20800,550,0.0264,intcal20,Gif-2155,bone,NA,Conv 14C 528,NA,NA,France,N Central
198,1,middle Magdalenian,Magdalenian,Canecaude,2,17316,14230,160,0.0112,intcal20,Gif-2708,bone,NA,Conv 14C 2029,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
199,1,Upper Aurignacian,Aurignacian,Canecaude,3,27262,22980,330,0.0144,intcal20,Gif-2709,bone,NA,Conv 14C 3845,NA,Delibrias G. e.a. 1990. In: Paleolithique moyen recent et Paleolithique superieur ancien en Europe. Memoires du Musee de Prehist. d'Ile-de-France 3:39-42.,France,N Central
200,1,"Aurignacian [""typical""]",Aurignacian,Canecaude,4,28708,24510,400,0.0163,intcal20,Gif-2710,bone,NA,Conv 14C 2594,NA,"Badora.. Szmidt C.C. 2009 In :The Mediterranean from 50000 to 25000 BP,Oxbow.",France,N Central
201,0,NA,NA,Canecaude,C,14537,12300,600,0.0488,intcal20,Gif-3448,coprolite,NA,Conv 14C 2595,industry association not specified,Badora. Delibrias G. e.a. 1990. In: Paleolithique moyen recent et Paleolithique superieur ancien en Europe. Memoires du Musee de Prehist. d'Ile-de-France 3:39-42.,France,N Central
202,1,Azilian,Epipaleolithic,Capeau,NA,13682,11700,450,0.0385,intcal20,HV-2126,NA,NA,Conv 14C 7195,NA,NA,France,N Central
203,1,Gravettian/Noaillian,Gravettian,Carane 3,1.2,27899,23710,270,0.0114,intcal20,GifA-99245,bone Cervus,NA,AMS 3087,NA,Klaric L. 2007. Antiquity 81: 176-190. Foucher P. e.a. 2008. UISPP 21 BAR S1831: 45-55.,France,N Central
204,1,Gravettian/Noaillian,Gravettian,Carane 3,1.2 and 1.3,30667,26490,390,0.0147,intcal20,GifA-100404,bone diaphysis indeterm.,NA,AMS 4860,NA,Klaric L. 2007. Antiquity 81: 176-190. Foucher P. e.a. 2008. UISPP 21 BAR S1831: 45-55.,France,N Central
205,1,Mesolithic,Mesolithic,Cariguela,402/15,7835,7010,90,0.0128,intcal20,OxA-1131,NA,NA,NA,NA,NA,Spain,Southwest
206,1,Magdalenian,Magdalenian,Cariguela,III,14316,12320,60,0.0049,intcal20,Beta-74380,NA,NA,NA,information on industry not published,Vega et al. 1997,Spain,Southwest
207,1,"Gravettian or Solutrean,",Solutrean,Cariguela,III-I (V?),25777,21430,130,0.0061,intcal20,Pta-8745,bone,NA,Conv 14C 7635,Industry context not published,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39. De La Pe P. e.a. 2013,QI xxx",Spain,Southwest
208,1,"Gravettian or Solutrean,",Solutrean,Cariguela,III-I (V?),30123,25850,180,0.007,intcal20,Pta-8746,bone,NA,Conv 14C 7636,Industry context not published,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39. De La Pe P. e.a. 2013,QI xxx",Spain,Southwest
209,1,"Gravettian or Solutrean,",Solutrean,Cariguela,III-I (V?),32591,28440,240,0.0084,intcal20,Pta-8733,bone,NA,Conv 14C 7651,Industry context not published,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39. De La Pe P. e.a. 2013,QI xxx",Spain,Southwest
210,1,Geometric Mesolithic,Mesolithic,Casa Corona,NA,7946,7116,32,0.0045,intcal20,OxA-V239292,NA,NA,NA,NA,Ferndez Lopez et al. 2012,Spain,Southwest
211,1,Geometric Mesolithic,Mesolithic,Casa Corona,NA,7893,7070,40,0.0057,intcal20,Beta-272856,NA,NA,NA,NA,Ferndez Lopez et al. 2012,Spain,Southwest
212,1,Mesolithic,Mesolithic,Casa Corona,UE142 burial pit grave,12093,10312,40,0.0038,intcal20,Beta-330866,land snail shell lip,-5.5,AMS 7168,NA,Yanes Y. e.a. 2013. JQS 28: 777-788.,Spain,Southwest
213,1,Upper Palaeolithic/FAUNA,NA,Castellas,a fill level,30556,26400,700,0.0265,intcal20,Ly-2251,bone,NA,Conv 14C 2679,NA,Badora,France,N Central
214,1,Epipaleolithic,Epipaleolithic,Cau de la Guineu,III,11278,9850,80,0.0081,intcal20,Gif-8439,NA,NA,NA,NA,García-Argüelles et al. 2005,Spain,N Central
215,1,Sauveterrian,Mesolithic,Caune d Arques,layr 2B,9990,8920,200,0.0224,intcal20,Gif-2415,NA,NA,NA,NA,NA,France,N Central
216,1,Late Palaeolithic,NA,Cava Romita,C6,11523,10020,65,0.0065,intcal20,LTL-201A,NA,NA,Conv 14C 7286,NA,NA,Italy,Southeast
217,1,Late Palaeolithic,NA,Cava Romita,D1-2,12202,10350,60,0.0058,intcal20,UtC-11552,NA,NA,AMS 4562,NA,NA,Italy,Southeast
218,1,Archaic Uluzzian,NA,Cavallo,EIII,26297,22000,670,0.0305,intcal20,NA,NA,NA,Conv 14C 4791,NA,Bezzi. S. e.a. 2011. doi:10.1038/ture10617.,Italy,Southeast
219,0,Upper Palaeolithic,NA,Caviglione 1,NA,24325,20220,260,0.0129,intcal20,NA,NA,NA,Conv 14C 6998,industry association not specified,Holt B. e.a. 2008. Yearbook of Physical Anthropology 51: 70-99.,Italy,Northeast
220,0,Upper Palaeolithic,NA,Caviglione 1,NA,33058,28780,560,0.0195,intcal20,NA,NA,NA,Conv 14C 6997,industry association not specified,Holt B. e.a. 2008. Yearbook of Physical Anthropology 51: 70-99.,Italy,Northeast
221,1,Magdalenian,Magdalenian,Cendres,2b,15485,12950,70,0.0054,intcal20,GrN-15635,burnt bone,NA,Conv 14C 4730,NA,"Villaverde P.,Jourl of World Prehistory 12,1998: 121-198,Utirilla P. e.a. QI 2012. 272-273: 88-104. Pr‡∏£‡∏çncipe de Via (PV),253 (2011),23-41",Spain,Southwest
222,1,Magdalenian,Magdalenian,Cendres,2b,15087,12660,70,0.0055,intcal20,GrN-14561,burnt bone,NA,Conv 14C 4729,NA,"Villaverde P.,Jourl of World Prehistory 12,1998: 121-198,Utirilla P. e.a. QI 2012. 272-273: 88-104. Pr‡∏£‡∏çncipe de Via (PV),253 (2011),23-41",Spain,Southwest
223,1,Upper Magdalenian,Magdalenian,Cendres,IX,14642,12470,100,0.008,intcal20,Beta-142284,NA,NA,AMS 5328,"from layer Xa ? (Journal of World Prehistory 12,1998: 121-198,)",Villaverde Bonilla V. e.a. 2012. QI,Spain,Southwest
224,1,Upper Magdalenian,Magdalenian,Cendres,IX,16020,13320,170,0.0128,intcal20,Ly-5585,charcoal,NA,Conv 14C 2230,NA,Villaverde Bonilla V. e.a. 2012. QI,Spain,Southwest
225,1,Solutrean,Solutrean,Cendres,sondeo y sector,22802,18920,180,0.0095,intcal20,NA,NA,NA,NA,NA,NA,Spain,Southwest
226,1,Magdalenian,Magdalenian,Cendres,XI,16064,13350,50,0.0037,intcal20,Beta-287538,charcoal,NA,AMS 5579,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
227,1,Magdalenian,Magdalenian,Cendres,XI,16135,13400,50,0.0037,intcal20,Beta-287552,charcoal,NA,AMS 5580,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
228,1,Magdalenian,Magdalenian,Cendres,XI,15953,13280,50,0.0038,intcal20,Beta-287550,charcoal,NA,AMS 5583,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
229,1,Magdalenian,Magdalenian,Cendres,XI,15733,13120,60,0.0046,intcal20,Beta-189079,charcoal,NA,AMS 5582,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
230,1,Magdalenian,Magdalenian,Cendres,XI,16800,13840,85,0.0061,intcal20,Ly-5834,charcoal,NA,Conv 14C 7072,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
231,1,Magdalenian,Magdalenian,Cendres,XI,15067,12650,80,0.0063,intcal20,Ly-5220,charcoal,NA,Conv 14C 7071,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
232,1,Magdalenian,Magdalenian,Cendres,XIC,16572,13690,120,0.0088,intcal20,Beta-118022,charcoal,NA,AMS 5581,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
233,1,Magdalenian,Magdalenian,Cendres,XI,15844,13220,503,0.038,intcal20,Beta-287551,charcoal,NA,AMS 5584,NA,"Aura J.E. 2011. doi: 10.1016/j.quaint. Roman e.a. 2011. Zephyrus,LXVII,: 27-43.",Spain,Southwest
234,1,Early Magdalenian?,Magdalenian,Cendres,XIIB,17684,14510,50,0.0034,intcal20,Beta-287539,charcoal,NA,AMS 5587,NA,"Cacho-Quesada,C.,le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur m‡∏£‡∏âditerran‡∏£‡∏âenne: Valence,Murcie et Andalousie. Villaverde Bonilla V. e;a. 2012. QI 272-273: 17-32.",Spain,Southwest
235,1,Early Magdalenian?,Magdalenian,Cendres,XIIB,19351,16030,60,0.0037,intcal20,Beta-287541,charcoal,NA,AMS 5592,NA,"Cacho-Quesada,C.,le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur m‡∏£‡∏âditerran‡∏£‡∏âenne: Valence,Murcie et Andalousie. Villaverde Bonilla V. e;a. 2012. QI 272-273: 17-32.",Spain,Southwest
